,Random Walk_RMSE,Random Walk_MASE,Mean Estimator_RMSE,Mean Estimator_MASE,Moving Avg Estimator: (h=1)_RMSE,Moving Avg Estimator: (h=1)_MASE,RMSE avg,RMSE std,MASE avg,MASE std
window_1_0,370.5339684499606,1.0042518912186886,383.83748333633326,1.0001436468720206,163.03917885594294,0.21007879925742368,305.8035435474123,123.81637107588853,0.7381581124493777,0.4573347135128355
window_1_1,379.80620821144026,1.0145677832857558,396.9172041631169,0.9999496946120364,203.60856318259383,0.2313546465642852,326.77732518571696,107.00983363995606,0.7486240414873592,0.4480280597486953
window_1_2,430.62401152301004,1.0555139696019398,427.997370646481,0.9997724186416347,231.32478425269912,0.2925376259284125,363.3153888073967,114.31476098303965,0.7826080047239956,0.42532753526605804
window_1_3,482.76261551978706,1.0009508259708975,474.1480534329486,0.9995134968603873,243.01242474202255,0.263357514170517,399.9743645649194,136.00125214391232,0.7546072790006005,0.42543538294663774
window_1_4,418.7349640905168,1.1581797307986275,414.8609409933198,0.9999908275843217,269.8041862384943,0.39056379208285985,367.800030440777,84.88899295213689,0.8495781168219363,0.4053104304256048
window_1_5,403.431274889327,1.0695277916248735,398.31609369771695,1.0000366616243828,170.80479814192265,0.21517238489407559,324.18405557632224,132.8549537202193,0.7615789460477774,0.4744758706626152
window_1_6,389.20363757964464,1.083352678893825,390.76663538735335,1.0003632361971446,197.58429516835068,0.245437356799756,325.8515227117829,111.08542652749588,0.7763844239635752,0.46168214498415716
window_1_7,445.76654617637854,0.9808823712550973,457.8274998540418,1.0001776517876435,225.92750328305047,0.23784274156430993,376.50718310449025,130.5451900004331,0.739634254869017,0.4346712770372323
window_1_8,430.6039073784319,1.1247223616476518,424.88116205588744,0.9997140597313338,237.7184637639736,0.3277349998767254,364.4011777327643,109.7477560926897,0.8173904737519037,0.42863577919831236
window_1_9,444.81778563036806,1.0420571808666894,441.9258214440474,1.000453762935236,257.6525452221093,0.3024174397416996,381.4653840988415,107.23481322429993,0.7816427945145418,0.4155423162431981
window_1_10,425.51033350382505,1.102971085954321,427.69408615502846,1.0004053047928352,255.0530306116132,0.3268846202259479,369.4191500901556,99.04998312642755,0.8100870036577014,0.4215961840219998
window_1_11,364.1637599993807,1.1559878290916956,351.94038444843767,0.9999307171211169,147.36086520907116,0.2051964573469453,287.8216698856299,121.79606301212952,0.7870383345199192,0.5098955119171741
window_1_12,305.0220766250352,1.1191612667591284,295.6677516351447,0.9998046970312265,138.48637810762918,0.18651030572679664,246.3920687892697,93.56604303974565,0.7684920898390505,0.5075318664509298
window_1_13,416.2195645067185,0.9521829445727696,439.39525622782287,0.9998580422861385,180.46106152435223,0.19107291808572813,345.3586274196312,143.27485334254862,0.714371301648212,0.4538161824073997
window_1_14,485.1700961567272,1.005318846143391,484.63633764701865,1.0001234067981957,286.87613051175674,0.3127525872825423,418.89418810516753,114.33130311769177,0.772731613408043,0.3983619917914113
window_10_0,353.8606847675025,0.9996793337466576,365.56356667585965,1.0001418185853586,114.18862243048159,0.16725548792705594,277.87095795794795,141.87378046712783,0.7223588800863574,0.4807336949529634
window_10_1,354.37266409656604,1.0009697616642992,370.6189719968113,0.9999472178099621,145.14930285099496,0.1861431497956086,290.0469796481241,125.747716424599,0.7290200430899567,0.47014545871854996
window_10_2,391.1847462367475,1.02842114609937,394.33151845688667,0.9997998239593198,161.05116439156558,0.23112661188246272,315.52247636173325,133.78533256747545,0.7531158606470507,0.4522824083353512
window_10_3,446.0199165000977,0.9844134738178286,440.56289299655475,0.9994771199573944,167.8191334562569,0.20492582048684252,351.46731431763646,159.06739303405345,0.7296054714206885,0.4544483253757256
window_10_4,367.88810600685554,1.131043782392388,367.32643569180874,1.0000259405999277,187.77129867962122,0.31514871060938004,307.66194679276185,103.82872674326397,0.8154061445338986,0.4381604088282584
window_10_5,379.26884736996095,1.0537610857731041,378.59449144727256,1.000031838131165,119.43437813691678,0.17061887584898477,292.43257231805006,149.82121038567084,0.7414705999177512,0.49510148067568394
window_10_6,367.232359570764,1.0838390606967165,363.85602811327146,1.0004141980010985,137.13119457189865,0.19360867045160093,289.4065274186447,131.88511155061508,0.7592873097164721,0.4916646917558376
window_10_7,412.32090390371434,0.9680806853883003,426.2580733463098,1.0001457906729203,150.69679637258855,0.18037419224131032,329.75859120753756,155.2285603558602,0.7162002227675104,0.4643158343049767
window_10_8,394.76700306922265,1.1202360483503966,386.56724796213086,0.9997249789577528,159.23193014317334,0.252830474001036,313.52206039150894,133.68205644360182,0.7909305004363952,0.4698877081801995
window_10_9,405.4547751106875,1.0250531677083752,403.0063342882038,1.0004817948661042,179.85528265011493,0.2393946860505305,329.43879734966873,129.54890820851801,0.7549765495416699,0.44667598050665924
window_10_10,382.8065157043822,1.082860324466973,386.46508004029573,1.0004454222513943,176.49225241291987,0.2608865034811666,315.2546160525326,120.18565407480666,0.781397416733178,0.45265523540287594
window_10_11,344.40571922510617,1.1420651183294908,334.84845117706163,0.9999555318551537,101.25979906361015,0.16170277489843102,260.1713231552593,137.70435617649733,0.7679078083610252,0.5297756039952344
window_10_12,287.06358484072285,1.0991518509119538,276.89983857505416,0.9998003579464381,93.15650587267406,0.14710721000157748,219.0399764294837,109.13666457294997,0.748686472953323,0.5233458579169166
window_10_13,397.8367886146096,0.9494794342282412,419.19692012227495,0.9998590991384217,124.24396781098797,0.14768393044640607,313.75922551595755,164.47215108261324,0.6990074879376896,0.4781242269983284
window_10_14,438.21537845949587,0.9956736315046897,435.49383577949834,1.0001129274332048,189.85779692389795,0.23778799263705763,354.5223370542974,142.6101671722837,0.744524850524984,0.4388526053171858
window_30_0,335.21790766151344,0.9859336142852795,347.8896962701345,1.0001125933368282,58.369075969273354,0.1063664499864492,247.15889330030708,163.61949731786004,0.697470885869519,0.511960546773106
window_30_1,328.97632957470273,0.9887233502416812,342.99114067601994,0.9999320849515947,68.29562521341713,0.11185992592236424,246.75436515471327,154.70858130248553,0.7001717870385468,0.5095238398553488
window_30_2,353.93453841919666,1.0042596536551252,362.07053485990167,0.9998326405970399,77.09168773589592,0.13403422588150035,264.3655870049981,162.23496423432024,0.712708840044555,0.5011518047645087
window_30_3,417.1198615641604,0.9834957516768613,409.52416273157996,0.9994648908520286,80.00009637613887,0.1187946211314779,302.2147068906264,192.48096920154956,0.7005850878867893,0.5039085867069754
window_30_4,324.44818791037625,1.1266015965694962,319.86443121579816,1.0000841483168894,86.08981743387838,0.18366691029604054,243.46747885335094,136.31232131306172,0.7701175517274753,0.5118055610332832
window_30_5,357.0170422375821,1.0430502306537954,359.46064368034064,1.0000165040907163,62.940156483077615,0.11207775355936259,259.8059474670001,170.49515401264887,0.7183814961012915,0.5255151249685766
window_30_6,346.46730387323373,1.0863303080857034,338.39357829050743,1.0005149181722144,66.51746658020066,0.12161429233911164,250.45944958131395,159.34957199184024,0.7361531728656764,0.5339331391154081
window_30_7,386.2616339815173,0.9552698962094194,401.1616871024667,1.000168054568721,70.64582986336985,0.10396557202337253,286.02305031578464,186.67086867829119,0.6864678409338376,0.504961019406839
window_30_8,363.77144552121484,1.1182593571040633,354.7051316708913,0.9997692155506726,77.98913637221749,0.14831833575420642,265.48857118810787,162.44253769846395,0.7554489694696475,0.5291178348989197
window_30_9,366.65419391865214,1.007462185737931,365.01576084875137,1.0005315618331512,78.89910187311105,0.13097680103954926,270.1896855468382,165.66453050489577,0.7129901828702105,0.5040502860423746
window_30_10,347.1542297725505,1.0810307701261117,347.03895465910153,1.0004938178184783,83.17564558731911,0.15540258267554893,259.12294333965707,152.374840481788,0.7456423902067129,0.5127463534415136
window_30_11,328.3216221335106,1.1332468970184342,319.523088323471,0.9999789970021448,54.028285796492895,0.11035791873683955,233.95766541782484,155.8855021722342,0.7478612709191395,0.556100689018131
window_30_12,273.11338669830235,1.0868749457359603,261.2736615630065,0.9997937925909901,48.32658527237096,0.10060698821902166,194.2378778445599,126.50147725574209,0.7290919088486573,0.5460226674803841
window_30_13,380.29023759663556,0.9434729504154165,401.00611209935374,0.9998733527719438,64.73825469838344,0.09247689319786907,282.0115347981243,188.44905292433393,0.6786077321284097,0.50838693099406
window_30_14,398.1421712169754,0.9809610315914036,396.53214433802344,1.0000680520938259,85.66072775161716,0.1312222908582504,293.44501443553867,179.94827143153472,0.7040837915144933,0.4962045886111009
window_45_0,329.3684504001749,0.9908708654996239,340.11313068615044,1.0001038597535468,43.16565105749266,0.08780434861859093,237.5490773812727,168.4266883859006,0.6929263579572539,0.524071366023053
window_45_1,318.9799207939619,0.9849088399089132,332.58447509743223,0.9999251913328201,49.34343797166258,0.09082659797671382,233.63594462101892,159.74688410036768,0.6918868764061491,0.5205876164794685
window_45_2,341.575825459051,0.9988325976053198,349.2881424058795,0.9998477615235946,56.31593886095469,0.10678114793926125,249.0599689086284,166.96576235095625,0.7018205023560585,0.5153194471568237
window_45_3,404.4796135390564,0.9793350041734757,397.3768488951645,0.9994335509227165,58.72149191568071,0.09519272420944679,286.8593181166339,197.60506856902447,0.691320426435213,0.5163595316405873
window_45_4,305.5491176903699,1.1135459221951263,302.23377608232363,1.0000677670124494,61.075643742273044,0.14416283261928375,222.95284583832222,140.19956951192242,0.7525921739422864,0.5299613386493143
window_45_5,345.6330289021921,1.03442454631158,350.4194483057421,1.000008077137213,47.514157903660056,0.09348624795612454,247.85554503719808,173.51723545982193,0.7093062904683057,0.5335933535075058
window_45_6,335.1188073688887,1.0810440865003637,328.03350698571603,1.0005179431558,48.85562643008687,0.1001564160387438,237.3359802615639,163.26721411755952,0.7272394818983025,0.5445603672287904
window_45_7,375.22881696682816,0.9488949184887291,391.666690717472,1.000165540843691,52.11306119839785,0.08399864199620137,273.0028562942327,191.47265367793503,0.6776863671095404,0.5147873399685107
window_45_8,351.07163677368857,1.1210923722224855,341.2952112942019,0.9998042984255927,58.11515518242129,0.11948477440030071,250.16066775010393,166.38811194561632,0.7467938150161263,0.5466398938424645
window_45_9,353.100467409481,0.9998182600500399,352.42867288576696,1.0005526527818513,57.600553539535,0.10380138435390403,254.37656461159432,170.4133554832013,0.7013907657285984,0.5175277155689477
window_45_10,332.2270130273866,1.080571160491079,331.67705693446464,1.0005763714607352,60.06645748931252,0.12530861913621152,241.32350915038793,156.97345219996708,0.7354853836960086,0.5299401424448792
window_45_11,321.57357193976856,1.1331477601950843,312.0857168860081,0.9999780585906423,41.46430220051967,0.09465601493078651,225.04119700876547,159.05301656667373,0.742593944572171,0.5650674409814521
window_45_12,265.8341483760965,1.0792445404311937,254.0414362808742,0.999781656795126,37.29088910106166,0.08698516710630307,185.7221579193441,128.68041104571483,0.7220037881108742,0.5513756199142742
window_45_13,373.66392053202156,0.9431489852417972,392.59574131676544,0.999877330899281,49.81894175146022,0.07681726981490711,272.0262012000824,192.66980322122842,0.6732811953186618,0.5173310710954545
window_45_14,384.49274288437266,0.979140415584327,382.69713040188543,1.000057472868699,61.560514825984136,0.10281405337679238,276.2501293707474,185.9288277838622,0.6940039806099394,0.5120923045387518
